caseId,original_order,text,author,note,appendix
2022-009,484,"A limited use of race in college admissions is consistent with the Fourteenth Amendment and this Court's broader equal protection jurisprudence. The text and history of the Fourteenth Amendment make clear that the Equal Protection Clause permits race-conscious measures. See supra, at 2225-2230. Consistent with that view, the Court has explicitly held that race-based action is sometimes within constitutional constraints. Adarand Constructors, Inc. v. Peña, 515 U.S. 200, 237, 115 S.Ct. 2097, 132 L.Ed.2d 158 (1995). The Court has thus upheld the use of race in a variety of contexts. See, e.g., Parents Involved in Community Schools v. Seattle School Dist. No. 1, 551 U.S. 701, 737, 127 S.Ct. 2738, 168 L.Ed.2d 508 (2007) (The obligation to disestablish a school system segregated by law can include race-conscious remedies—whether or not a court had issued an order to that effect), Johnson v. California, 543 U.S. 499, 512, 125 S.Ct. 1141, 160 L.Ed.2d 949 (2005) (use of race permissible to further prison's interest in `security' and `discipline'), Cooper v. Harris, 581 U.S. 285, 291-293, 137 S.Ct. 1455, 197 L.Ed.2d 837 (2017) (use of race permissible when drawing voting districts in some circumstances).30",Sotomayor,0,
2022-009,485,"Tellingly, in sharp contrast with today's decision, the Court has allowed the use of race when that use burdens minority populations. In United States v. Brignoni-Ponce, 422 U.S. 873, 95 S.Ct. 2574, 45 L.Ed.2d 607 (1975), for example, the Court held that it is unconstitutional for border patrol agents to rely on a person's skin color as a single factor to justify a traffic stop based on reasonable suspicion, but it remarked that Mexican appearance could be a relevant factor out of many to justify such a stop at the border and its functional equivalents. Id., at 884-887, 95 S.Ct. 2574, see also id., at 882, 95 S.Ct. 2574 (recognizing that the border includes entire metropolitan areas such as San Diego, El Paso, and the South Texas Rio Grande Valley).31 The Court thus facilitated racial profiling of Latinos as a law enforcement tool and did not adopt a race-blind rule. The Court later extended this reasoning to border patrol agents selectively referring motorists for secondary  inspection at a checkpoint, concluding that even if it be assumed that such referrals are made largely on the basis of apparent Mexican ancestry, there is no constitutional violation. United States v. Martinez-Fuerte, 428 U.S. 543, 562-563, 96 S.Ct. 3074, 49 L.Ed.2d 1116 (1976) (footnote omitted).",Sotomayor,0,
2022-009,486,"The result of today's decision is that a person's skin color may play a role in assessing individualized suspicion, but it cannot play a role in assessing that person's individualized contributions to a diverse learning environment. That indefensible reading of the Constitution is not grounded in law and subverts the Fourteenth Amendment's guarantee of equal protection.",Sotomayor,0,
2022-009,488,"The majority does not dispute that some uses of race are constitutionally permissible. See ante, at 2161-2162. Indeed, it agrees that a limited use of race is permissible in some college admissions programs. In a footnote, the Court exempts military academies from its ruling in light of the potentially distinct interests they may present. Ante, at 2166, n. 4. To the extent the Court suggests national security interests are distinct, those interests cannot explain the Court's narrow exemption, as national security interests are also implicated at civilian universities. See infra, at 2260-2261, 358 U.S. 54, 79 S.Ct. 99, 3 L.Ed.2d 46. The Court also attempts to justify its carveout based on the fact that no military academy is a party to these cases. Ante, at 2166, n. 4. Yet the same can be said of many other institutions that are not parties here, including the religious universities supporting respondents, which the Court does not similarly exempt from its sweeping opinion. See Brief for Georgetown University et al. as Amici Curiae 18-29 (Georgetown Brief) (Catholic colleges and universities noting that they rely on the use of race in their holistic admissions to further not just their academic goals, but also their religious missions), see also Harvard II, 980 F.3d at 187, n. 24 (Schools that consider race are diverse on numerous dimensions, including in terms of religious affiliation, location, size, and courses of study offered). The Court's carveout only highlights the arbitrariness of its decision and further proves that the Fourteenth Amendment does not categorically prohibit the use of race in college admissions.",Sotomayor,0,
2022-009,489,"The concurring opinions also agree that the Constitution tolerates some racial classifications. Justice GORSUCH agrees with the majority's conclusion that racial classifications are constitutionally permissible if they advance a compelling interest in a narrowly tailored way. Ante, at 2220. Justice KAVANAUGH, too, agrees that the Constitution permits the use of race if it survives strict scrutiny. Ante, at 2221-2222.32 Justice THOMAS offers an originalist defense of the colorblind Constitution, but his historical analysis leads to the inevitable conclusion that the Constitution is not, in fact, colorblind. Ante, at 2177. Like the majority opinion, Justice THOMAS agrees that race can be used to remedy past discrimination and to equalize treatment against a concrete baseline of government-imposed inequality. Ante,  at 2187. He also argues that race can be used if it satisfies strict scrutiny more broadly, and he considers compelling interests those that prevent anarchy, curb violence, and segregate prisoners. Ante, at 2189-2190. Thus, although Justice THOMAS at times suggests that the Constitution only permits directly remedial measures that benefit identified victims of discrimination, ante, at 2186, he agrees that the Constitution tolerates a much wider range of race-conscious measures.",Sotomayor,0,
2022-009,490,"In the end, when the Court speaks of a colorblind Constitution, it cannot really mean it, for it is faced with a body of law that recognizes that race-conscious measures are permissible under the Equal Protection Clause. Instead, what the Court actually lands on is an understanding of the Constitution that is colorblind sometimes, when the Court so chooses. Behind those choices lie the Court's own value judgments about what type of interests are sufficiently compelling to justify race-conscious measures.",Sotomayor,0,
2022-009,491,"Overruling decades of precedent, today's newly constituted Court singles out the limited use of race in holistic college admissions. It strikes at the heart of Bakke, Grutter, and Fisher by holding that racial diversity is an inescapably imponderable objective that cannot justify race-conscious affirmative action, ante, at 2167, even though respondents' objectives simply mirror the `compelling interest' this Court has approved many times in the past. Fisher II, 579 U.S. at 382, 136 S.Ct. 2198, see, e.g., UNC, 567 F.Supp.3d at 598 (the university's admissions policy repeatedly cites Supreme Court precedent as guideposts).33 At bottom, without any new factual or legal justification, the Court overrides its longstanding holding that diversity in higher education is of compelling value.",Sotomayor,0,
2022-009,492,"To avoid public accountability for its choice, the Court seeks cover behind a unique measurability requirement of its own creation. None of this Court's precedents, however, requires that a compelling interest meet some threshold level of precision to be deemed sufficiently compelling. In fact, this Court has recognized as compelling plenty of interests that are equally or more amorphous, including the intangible interest in preserving public confidence in judicial integrity, an interest that does not easily reduce to precise definition. Williams-Yulee v. Florida Bar, 575 U.S. 433, 447, 454, 135 S.Ct. 1656, 191 L.Ed.2d 570 (2015) (ROBERTS, C. J., for the Court), see also, e.g., Ramirez v. Collier, 595 U. S. ___, ___, 142 S.Ct. 1264, 1281, 212 L.Ed.2d 262 (2022) (ROBERTS, C. J., for the Court) (Maintaining solemnity and decorum in the execution chamber is a compelling interest), United States v. Alvarez, 567 U.S. 709, 725, 132 S.Ct. 2537, 183 L.Ed.2d 574 (2012) (plurality opinion) (Protecting the integrity of the Medal of Honor is a compelling interest), Sable Communications of Cal., Inc. v. FCC, 492 U.S. 115, 126, 109 S.Ct. 2829, 106 L.Ed.2d 93 (1989) (Protecting the physical and psychological well-being of minors is a compelling interest). Thus, although the Members of this majority pay lip service to respondents' commendable  and worthy racial diversity goals, ante, at 2166-2167, they make a clear value judgment today: Racial integration in higher education is not sufficiently important to them. Today, the proclivities of individuals rule. Dobbs, 597 U. S., at ___, 142 S.Ct., at 2443 (dissenting opinion).",Sotomayor,0,
2022-009,493,"The majority offers no response to any of this. Instead, it attacks a straw man, arguing that the Court's cases recognize that remedying the effects of societal discrimination does not constitute a compelling interest. Ante, at 2172-2174. Yet as the majority acknowledges, while Bakke rejected that interest as insufficiently compelling, it upheld a limited use of race in college admissions to promote the educational benefits that flow from diversity. 438 U.S. at 311-315, 98 S.Ct. 2733. It is that narrower interest, which the Court has reaffirmed numerous times since Bakke and as recently as 2016 in Fisher II, see supra, at 2232-2233, that the Court overrules today.",Sotomayor,0,
2022-009,495,"The Court's precedents authorizing a limited use of race in college admissions are not just workable—they have been working. Lower courts have consistently applied them without issue, as exemplified by the opinions below and SFFA's and the Court's inability to identify any split of authority. Today, the Court replaces this settled framework with a set of novel restraints that create troubling equal protection problems and share one common purpose: to make it impossible to use race in a holistic way in college admissions, where it is much needed.",Sotomayor,0,
2022-009,497,"The Court argues that Harvard's and UNC's programs must end because they unfairly disadvantage some racial groups. According to the Court, college admissions are a zero-sum game and respondents' use of race unfairly advantages underrepresented minority students at the expense of other students. Ante, at 2169.",Sotomayor,0,
2022-009,498,"That is not the role race plays in holistic admissions. Consistent with the Court's precedents, respondents' holistic review policies consider race in a very limited way. Race is only one factor out of many. That type of system allows Harvard and UNC to assemble a diverse class on a multitude of dimensions. Respondents' policies allow them to select students with various unique attributes, including talented athletes, artists, scientists, and musicians. They also allow respondents to assemble a class with diverse viewpoints, including students who have different political ideologies and academic interests, who have struggled with different types of disabilities, who are from various socioeconomic backgrounds, who understand different ways of life in various parts of the country, and—yes—students who self-identify with various racial backgrounds and who can offer different perspectives because of that identity.",Sotomayor,0,
2022-009,499,"That type of multidimensional system benefits all students. In fact, racial groups that are not underrepresented tend to benefit disproportionately from such a system. Harvard's holistic system, for example, provides points to applicants who qualify as ALDC, meaning athletes, legacy applicants, applicants on the Dean's Interest List primarily relatives of donors, and children of faculty or staff. Harvard II, 980 F.3d at 171 (noting also that SFFA does not challenge the admission of this large group). ALDC applicants are predominantly white: Around 67.8% are white, 11.4% are Asian American, 6% are Black, and 5.6% are Latino. Ibid. By contrast, only 40.3% of non-ALDC applicants are white, 28.3% are Asian American, 11% are  Black, and 12.6% are Latino. Ibid. Although ALDC applicants make up less than 5% of applicants to Harvard, they constitute around 30% of the applicants admitted each year. Ibid. Similarly, because of achievement gaps that result from entrenched racial inequality in K-12 education, see supra, at 2234-2237, a heavy emphasis on grades and standardized test scores disproportionately disadvantages underrepresented racial minorities. Stated simply, race is one small piece of a much larger admissions puzzle where most of the pieces disfavor underrepresented racial minorities. That is precisely why underrepresented racial minorities remain underrepresented. The Court's suggestion that an already advantaged racial group is disadvantaged because of a limited use of race is a myth.",Sotomayor,0,
2022-009,500,"The majority's true objection appears to be that a limited use of race in college admissions does, in fact, achieve what it is designed to achieve: It helps equalize opportunity and advances respondents' objectives by increasing the number of underrepresented racial minorities on college campuses, particularly Black and Latino students. This is unacceptable, the Court says, because racial groups that are not underrepresented would be admitted in greater numbers without these policies. Ante, at 2169. Reduced to its simplest terms, the Court's conclusion is that an increase in the representation of racial minorities at institutions of higher learning that were historically reserved for white Americans is an unfair and repugnant out-come that offends the Equal Protection Clause. It provides a license to discriminate against white Americans, the Court says, which requires the courts and state actors to pick the right races to benefit. Ante, at 2175.",Sotomayor,0,
2022-009,501,"Nothing in the Fourteenth Amendment or its history supports the Court's shocking proposition, which echoes arguments made by opponents of Reconstruction-era laws and this Court's decision in Brown. Supra, at 2225-2234. In a society where opportunity is dispensed along racial lines, racial equality cannot be achieved without making room for underrepresented groups that for far too long were denied admission through the force of law, including at Harvard and UNC. Quite the opposite: A racially integrated vision of society, in which institutions reflect all sectors of the American public and where the sons of former slaves and the sons of former slave owners are able to sit down together at the table of brotherhood, is precisely what the Equal Protection Clause commands. Martin Luther King I Have a Dream Speech (Aug. 28, 1963). It is essential if the dream of one Nation, indivisible, is to be realized. Grutter, 539 U.S. at 332, 123 S.Ct. 2325.34  By singling out race, the Court imposes a special burden on racial minorities for whom race is a crucial component of their identity. Holistic admissions require truly individualized consideration of the whole person. Id., at 334, 123 S.Ct. 2325. Yet, by foreclosing racial considerations, colorblindness denies those who racially self-identify the full expression of their identity and treats racial identity as inferior among all other forms of social identity. E. Boddie, The Indignities of Colorblindness, 64 UCLA L. Rev. Discourse, 64, 67 (2016). The Court's approach thus turns the Fourteenth Amendment's equal protection guarantee on its head and creates an equal protection problem of its own.",Sotomayor,0,
2022-009,502,"There is no question that minority students will bear the burden of today's decision. Students of color testified at trial that racial self-identification was an important component of their application because without it they would not be able to present a full version of themselves. For example, Rimel Mwamba, a Black UNC alumna, testified that it was really important that UNC see who she is holistically and how the color of her skin and the texture of her hair impacted her upbringing. 2 App. in No. 21-707, p. 1033. Itzel Vasquez-Rodriguez, who identifies as Mexican-American of Cora descent, testified that her ethnoracial identity is a core piece of who she is and has impacted every experience she has had, such that she could not explain her potential contributions to Harvard without any reference to it. 2 App. in No. 20-1199, at 906, 908. Sally Chen, a Harvard alumna who identifies as Chinese American, explained that being the child of Chinese immigrants was really fundamental to explaining who she is. Id., at 968-969. Thang Diep, a Harvard alumnus, testified that his Vietnamese identity was such a big part of himself that he needed to discuss it in his application. Id., at 949. And Sarah Cole, a Black Harvard alumna, emphasized that to try to not see her race is to try to not see her simply because there is no part of her experience, no part of her journey, no part of her life that has been untouched by her race. Id., at 932.",Sotomayor,0,
2022-009,503,"In a single paragraph at the end of its lengthy opinion, the Court suggests that nothing in today's opinion prohibits universities from considering a student's essay that explains how race affected that student's life. Ante, at 2176. This supposed recognition that universities can, in some situations, consider race in application essays is nothing but an attempt to put lipstick on a pig. The Court's opinion circumscribes universities' ability to consider race in any form by meticulously gutting respondents' asserted diversity interests. See supra, at 2247-2249. Yet, because the Court cannot escape the inevitable truth that race matters in students' lives, it announces a false promise to save face and appear attuned to reality. No one is fooled.",Sotomayor,0,
2022-009,504,"Further, the Court's demand that a student's discussion of racial self-identification be tied to individual qualities, such as courage, leadership, unique ability, and determination, only serves to perpetuate the false narrative that Harvard and UNC currently provide preferences on the basis of race alone. Ante, at 2170, 2175-2176, see also ante, at 2169, n. 6 (claiming without support that race alone explains the admissions decisions for hundreds if not thousands of applicants). The Court's precedents already require that universities take race into account holistically, in a limited way, and based on the type of individualized and flexible assessment that the Court purports to favor. Grutter, 539 U.S. at 334, 123 S.Ct. 2325, see Brief for Students and Alumni of Harvard College as Amici Curiae 15-17 (Harvard College Brief) (describing how  the dozens of application files in the record uniformly show that, in line with Harvard's `whole-person' admissions philosophy, Harvard's admissions officers engage in a highly nuanced assessment of each applicant's background and qualifications). After extensive discovery and two lengthy trials, neither SFFA nor the majority can point to a single example of an underrepresented racial minority who was admitted to Harvard or UNC on the basis of race alone.",Sotomayor,0,
2022-009,505,"In the end, the Court merely imposes its preferred college application format on the Nation, not acting as a court of law applying precedent but taking on the role of college administrators to decide what is better for society. The Court's course reflects its inability to recognize that racial identity informs some students' viewpoints and experiences in unique ways. The Court goes as far as to claim that Bakke's recognition that Black Americans can offer different perspectives than white people amounts to a stereotype. Ante, at 2169-2170.",Sotomayor,0,
2022-009,506,"It is not a stereotype to acknowledge the basic truth that young people's experiences are shaded by a societal structure where race matters. Acknowledging that there is something special about a student of color who graduates valedictorian from a predominantly white school is not a stereotype. Nor is it a stereotype to acknowledge that race imposes certain burdens on students of color that it does not impose on white students. For generations, black and brown parents have given their children `the talk'—instructing them never to run down the street, always keep your hands where they can be seen, do not even think of talking back to a stranger—all out of fear of how an officer with a gun will react to them. Utah v. Strieff, 579 U.S. 232, 254, 136 S.Ct. 2056, 195 L.Ed.2d 400 (2016) (SOTOMAYOR, J., dissenting). Those conversations occur regardless of socioeconomic background or any other aspect of a student's self-identification. They occur because of race. As Andrew Brennen, a UNC alumnus, testified, running down the neighborhood  people don't see him as someone that is relatively affluent, they see him as a black man. 2 App. in No. 21-707, at 951-952.",Sotomayor,0,
2022-009,507,"The absence of racial diversity, by contrast, actually contributes to stereotyping. Diminishing the force of such stereotypes is both a crucial part of respondents' mission, and one that they cannot accomplish with only token numbers of minority students. Grutter, 539 U.S. at 333, 123 S.Ct. 2325. When there is an increase in underrepresented minority students on campus, racial stereotypes lose their force because diversity allows students to learn there is no `minority viewpoint' but rather a variety of viewpoints among minority students. Id., at 319-320, 123 S.Ct. 2325. By preventing respondents from achieving their diversity objectives, it is the Court's opinion that facilitates stereotyping on American college campuses.",Sotomayor,0,
2022-009,508,"To be clear, today's decision leaves intact holistic college admissions and recruitment efforts that seek to enroll diverse classes without using racial classifications. Universities should continue to use those tools as best they can to recruit and admit students from different backgrounds based on all the other factors the Court's opinion does not, and cannot, touch. Colleges and universities can continue to consider socioeconomic diversity and to recruit and enroll students who are first-generation college applicants or who speak multiple languages, for example. Those factors are not interchangeable with race. UNC, 567 F.Supp.3d at 643, see, e.g., 2 App. in No. 21-707, at 975-976 (Laura Ornelas, a UNC alumna, testifying that her Latina identity, socioeconomic status,  and first-generation college status are all important but different parts to getting a full picture of who she is and how she sees the world). At SFFA's own urging, those efforts remain constitutionally permissible. See Brief for Petitioner 81-86 (emphasizing race-neutral alternatives that Harvard and UNC should implement, such as those that focus on socioeconomic and geographic diversity, percentage plans, plans that increase community college transfers, and plans that develop partnerships with disadvantaged high schools), see also ante, at 2203-2204, 2204, 2205-2206 (THOMAS, J., concurring) (arguing universities can consider race-neutral policies similar to those adopted in States such as California and Michigan, and that universities can consider status as a first-generation college applicant, financial means, and generational inheritance or otherwise), ante, at 2225 (KAVANAUGH, J., concurring) (citing SFFA's briefs and concluding that universities can use race-neutral means), ante, at 2215, n. 4 (GORSUCH, J., concurring) (recounting what SFFA has argued every step of the way as to race-neutral tools).",Sotomayor,0,
2022-009,509,"The Court today also does not adopt SFFA's suggestion that college admissions should be a function of academic metrics alone. Using class rank or standardized test scores as the only admissions criteria would severely undermine multidimensional diversity in higher education. Such a system would exclude the star athlete or musician whose grades suffered because of daily practices and training. It would exclude a talented young biologist who struggled to maintain above-average grades in humanities classes. And it would exclude a student whose freshman-year grades were poor because of a family crisis but who got herself back on track in her last three years of school, only to find herself just outside of the top decile of her class. Fisher II, 579 U.S. at 386, 136 S.Ct. 2198. A myopic focus on academic ratings does not lead to a diverse student body. Ibid.35",Sotomayor,0,
2022-009,511,"As noted above, this Court suggests that the use of race in college admissions is unworkable because respondents' objectives are not sufficiently measurable, focused, concrete, and coherent. Ante, at 2166-2167, 2168, 2175-2176. How much more precision is required or how universities are supposed to meet the Court's measurability requirement, the Court's opinion does not say. That is exactly the point. The Court is not interested in crafting a workable framework that promotes racial diversity on college campuses. Instead, it announces a requirement designed to ensure all race-conscious plans fail. Any increased level of precision runs the risk of violating the Court's admonition that colleges and universities operate their race-conscious admissions policies with no `specified percentages' and no specific numbers firmly in mind. Grutter, 539 U.S. at 324, 335, 123 S.Ct. 2325. Thus, the majority's holding puts schools in an untenable position. It creates a legal framework where race-conscious plans must be measured with precision but also must not be measured with precision. That holding is not meant to infuse clarity into the strict scrutiny framework, it is designed to render  strict scrutiny `fatal in fact.' Id., at 326, 123 S.Ct. 2325 (quoting Adarand Constructors, Inc., 515 U.S. at 237, 115 S.Ct. 2097). Indeed, the Court gives the game away when it holds that, to the extent respondents are actually measuring their diversity objectives with any level of specificity (for example, with a focus on numbers or specific numerical commitment), their plans are unconstitutional. Ante, at 2171, see also ante, at 2191 (THOMAS, J., concurring) (I highly doubt any university will be able to show a measurable state interest).",Sotomayor,0,
2022-009,513,"The Court also holds that Harvard's and UNC's race-conscious programs are unconstitutional because they rely on racial categories that are imprecise, opaque, and arbitrary. Ante, at 2167-2168. To start, the racial categories that the Court finds troubling resemble those used across the Federal Government for data collection, compliance reporting, and program administration purposes, including, for example, by the U. S. Census Bureau. See, e.g., 62 Fed. Reg. 58786-58790 (1997). Surely, not all `federal grant-in-aid benefits, drafting of legislation, urban and regional planning, business planning, and academic and social studies' that flow from census data collection, Department of Commerce v. New York, 588 U. S. ___, ___, 139 S.Ct. 2551, 2561, 204 L.Ed.2d 978 (2019), are constitutionally suspect.",Sotomayor,0,
2022-009,514,"The majority presumes that it knows better and appoints itself as an expert on data collection methods, calling for a higher level of granularity to fix a supposed problem of overinclusiveness and underinclusiveness. Yet it does not identify a single instance where respondents' methodology has prevented any student from reporting their race with the level of detail they preferred. The record shows that it is up to students to choose whether to identify as one, multiple, or none of these categories. See Harvard I, 397 F.Supp.3d at 137, UNC, 567 F.Supp.3d at 596. To the extent students need to convey additional information, students can select subcategories or provide more detail in their personal statements or essays. See Harvard I, 397 F.Supp.3d at 137. Students often do so. See, e.g., 2 App. in No. 20-1199, at 906-907 (student respondent discussing her Latina identity on her application), id., at 949 (student respondent testifying he wrote about his Vietnamese identity on his application). Notwithstanding this Court's confusion about racial self-identification, neither students nor universities are confused. There is no evidence that the racial categories that respondents use are unworkable.36",Sotomayor,0,
2022-009,516,"Cherry-picking language from Grutter, the Court also holds that Harvard's and UNC's race-conscious programs are unconstitutional because they do not have a specific expiration date. Ante, at 2170-2173. This new durational requirement is also not grounded in law, facts, or common  sense. Grutter simply announced a general expectation that the use of racial preferences would no longer be necessary in the future. 539 U.S. at 343, 123 S.Ct. 2325. As even SFFA acknowledges, those remarks were nothing but aspirational statements by the Grutter Court. Tr. of Oral Arg. in No. 21707, p. 56.",Sotomayor,0,
2022-009,517,"Yet this Court suggests that everyone, including the Court itself, has been misreading Grutter for 20 years. Grutter, according to the majority, requires that universities identify a specific end point for the use of race. Ante, at 2172. Justice KAVANAUGH, for his part, suggests that Grutter itself automatically expires in 25 years, after either the college class of 2028 or the college class of 2032. Ante, at 2224, n. 1. A faithful reading of this Court's precedents reveals that Grutter held nothing of the sort.",Sotomayor,0,
2022-009,518,"True, Grutter referred to 25 years, but that arbitrary number simply reflected the time that had elapsed since the Court first approved the use of race in college admissions in Bakke. Grutter, 539 U.S. at 343, 123 S.Ct. 2325. It is also true that Grutter remarked that race-conscious admissions policies must be limited in time, but it did not do so in a vaccum, as the Court suggests. Id., at 342, 123 S.Ct. 2325. Rather than impose a fixed expiration date, the Court tasked universities with the responsibility of periodically assessing whether their race-conscious programs are still necessary. Ibid. Grutter offered as examples sunset provisions, periodic reviews, and experimenting with race-neutral alternatives as they develop. Ibid. That is precisely how this Court has previously interpreted Grutter's command. See Fisher II, 579 U.S. at 388, 136 S.Ct. 2198 (It is the University's ongoing obligation to engage in constant deliberation and continued reflection regarding its admissions policies).",Sotomayor,0,
2022-009,519,"Grutter's requirement that universities engage in periodic reviews so the use of race can end as soon as practicable is well grounded in the need to ensure that race is employed no more broadly than the interest demands. 539 U.S. at 343, 123 S.Ct. 2325. That is, it is grounded in strict scrutiny. By contrast, the Court's holding is based on the fiction that racial inequality has a predictable cutoff date. Equality is an ongoing project in a society where racial inequality persists. See supra, at 2234-2239. A temporal requirement that rests on the fantasy that racial inequality will end at a predictable hour is illogical and unworkable. There is a sound reason why this Court's precedents have never imposed the majority's strict deadline: Institutions cannot predict the future. Speculating about a day when consideration of race will become unnecessary is arbitrary at best and frivolous at worst. There is no constitutional duty to engage in that type of shallow guesswork.37",Sotomayor,0,
2022-009,520,"Harvard and UNC engage in the ongoing review that the Court's precedents demand. They use their data to scrutinize  the fairness of their admissions programs, to assess whether changing demographics have undermined the need for a race-conscious policy, and to identify the effects, both positive and negative, of the affirmative-action measures they deem necessary. Fisher II, 579 U.S. at 388, 136 S.Ct. 2198. The Court holds, however, that respondents' attention to numbers amounts to unconstitutional racial balancing. Ante, at 2170-2172. But `some attention to numbers' is both necessary and permissible. Grutter, 539 U.S. at 336, 123 S.Ct. 2325 (quoting Bakke, 438 U.S. at 323, 98 S.Ct. 2733). Universities cannot blindly operate their limited race-conscious programs without regard for any quantitative information. Increasing minority enrollment is instrumental to the educational benefits that respondents seek to achieve, Fisher II, 579 U.S. at 381, 136 S.Ct. 2198, and statistics, data, and numbers have some value as a gauge of respondents' ability to enroll students who can offer underrepresented perspectives. Id., at 383-384, 136 S.Ct. 2198. By removing universities' ability to assess the success of their programs, the Court obstructs these institutions' ability to meet their diversity goals.",Sotomayor,0,
2022-009,522,"Justice THOMAS, for his part, offers a multitude of arguments for why race-conscious college admissions policies supposedly burden racial minorities. Ante, at 2197. None of them has any merit.",Sotomayor,0,
2022-009,523,"He first renews his argument that the use of race in holistic admissions leads to the inevitable underperformance by Black and Latino students at elite universities because they are less academically prepared than the white and Asian students with whom they must compete. Fisher I, 570 U.S. at 332, 133 S.Ct. 2411 (concurring opinion). Justice THOMAS speaks only for himself. The Court previously declined to adopt this so-called mismatch hypothesis for good reason: It was debunked long ago. The decades-old studies advanced by the handful of authors upon whom Justice THOMAS relies, ante, at 2197-2198, have major methodological flaws, are based on unreliable data, and do not meet the basic tenets of rigorous social science research. Brief for Empirical Scholars as Amici Curiae 3, 9-25. By contrast, many social scientists have studied the impact of elite educational institutions on student outcomes, and have found, among other things, that attending a more selective school is associated with higher graduation rates and higher earnings for underrepresented minority students —conclusions directly contrary to mismatch. Id., at 7-9 (collecting studies). This extensive body of research is supported by the most obvious data point available to this institution today: The three Justices of color on this Court graduated from elite universities and law schools with race-conscious admissions programs, and achieved successful legal careers, despite having different educational backgrounds than their peers. A discredited hypothesis that the Court previously rejected is no reason to overrule precedent.",Sotomayor,0,
2022-009,524,"Justice THOMAS claims that the weight of this evidence is overcome by a single more recent article published in 2016. Ante, at 2198, n. 8. That article, however, explains that studies supporting the mismatch hypothesis yield misleading conclusions, overstate the amount of mismatch, preclude one from drawing any concrete conclusions, and rely on methodologically flawed assumptions that lead to an upwardly-biased estimate of mismatch. P. Arcidiacono & M. Lovenheim, Affirmative Action and the Quality-Fit Trade-off, 54 J. Econ. Lit. 3, 17, 20 (2016), see id., at 6 (economists should be very  skeptical of the mismatch hypothesis). Notably, this refutation of the mismatch theory was coauthored by one of SFFA's experts, as Justice THOMAS seems to recognize.",Sotomayor,0,
2022-009,525,"Citing nothing but his own long-held belief, Justice THOMAS also equates affirmative action in higher education with segregation, arguing that racial preferences in college admissions `stamp Black and Latino students with a badge of inferiority.' Ante, at 2198 (quoting Adarand, 515 U.S. at 241, 115 S.Ct. 2097 (THOMAS, J., concurring in part and concurring in judgment)). Studies disprove this sentiment, which echoes tropes of stigma that were employed to oppose Reconstruction policies. A. Onwuachi-Willig, E. Houh, & M. Campbell, Cracking the Egg: Which Came First—Stigma or Affirmative Action? 96 Cal. L. Rev. 1299, 1323 (2008), see, e.g., id., at 1343-1344 (study of seven law schools showing that stigma results from racial stereotypes that have attached historically to different groups, regardless of affirmative action's existence). Indeed, equating state-sponsored segregation with race-conscious admissions policies that promote racial integration trivializes the harms of segregation and offends Brown's transformative legacy. School segregation has a detrimental effect on Black students by denoting the inferiority of their status in the community and by `depriving them of some of the benefits they would receive in a racially integrated school system.' 347 U.S. at 494, 74 S.Ct. 686. In sharp contrast, race-conscious college admissions ensure that higher education is visibly open to and inclusive of talented and qualified individuals of every race and ethnicity. Grutter, 539 U.S. at 332, 123 S.Ct. 2325. These two uses of race are not created equal. They are not equally objectionable. Id., at 327, 123 S.Ct. 2325.",Sotomayor,0,
2022-009,526,"Relatedly, Justice THOMAS suggests that race-conscious college admissions policies harm racial minorities by increasing affinity-based activities on college campuses. Ante, at 2201. Not only is there no evidence of a causal connection between the use of race in college admissions and the supposed rise of those activities, but Justice THOMAS points to no evidence that affinity groups cause any harm. Affinity-based activities actually help racial minorities improve their visibility on college campuses and decrease racial stigma and vulnerability to stereotypes caused by conditions of racial isolation and tokenization. U. Jayakumar, Why Are All Black Students Still Sitting Together in the Proverbial College Cafeteria?, Higher Education Research Institute at UCLA (Oct. 2015), see also Brief for Respondent-Students in No. 21707, p. 42 (collecting student testimony demonstrating that affinity groups beget important academic and social benefits for racial minorities), 4 App. in No. 20-1199, at 1591 (Harvard Working Group on Diversity and Inclusion Report) (noting that concerns that culturally specific spaces or affinity-themed housing will isolate student minorities are misguided because those spaces allow students to come together  to deal with intellectual, emotional, and social challenges).",Sotomayor,0,
2022-009,527,"Citing no evidence, Justice THOMAS also suggests that race-conscious admissions programs discriminate against Asian American students. Ante, at 2199-2200. It is true that SFFA alleged that Harvard discriminates against Asian American students. Ante, at 2199. Specifically, SFFA argued that Harvard discriminates against Asian American applicants vis-à-vis white applicants through the use of the personal rating, an allegedly highly subjective component of the admissions process that is susceptible to stereotyping and bias. Harvard II, 980 F.3d at 196, see Brief for  Professors of Economics as Amici Curiae 24. It is also true, however, that there was a lengthy trial to test those allegations, which SFFA lost. Justice THOMAS points to no legal or factual error below, precisely because there is none.",Sotomayor,0,
2022-009,528,"To begin, this part of SFFA's discrimination claim does not even fall under the strict scrutiny framework in Grutter and its progeny, which concerns the use of racial classifications. The personal rating is a facially race-neutral component of Harvard's admissions policy.38 Therefore, even assuming for the sake of argument that Harvard engages in racial discrimination through the personal rating, there is no connection between that rating and the remedy that SFFA sought and that the majority grants today: ending the limited use of race in the entire admissions process. In any event, after assessing the credibility of fact witnesses and considering extensive documentary evidence and expert testimony, the courts below found no discrimination against Asian Americans. Harvard II, 980 F.3d at 195, n. 34, 202, see id., at 195-204.",Sotomayor,0,
