caseId,original_order,text,author,note,appendix,n_sentence,llm_text
2022-001,66,"The agencies recently promulgated yet another rule attempting to define waters of the United States. 88 Fed. Reg. 3004 (2023) (to be codified in 40 C.F.R. § 120.2). Under that broader rule, traditional navigable waters, interstate waters, and the territorial seas, as well as their tributaries and adjacent wetlands, are waters of the United States. 88 Fed. Reg. 3143. So are any ""[i]ntrastate lakes and ponds, streams, or wetlands"" that either have a continuous surface connection to categorically included waters or have a significant nexus to interstate or traditional navigable waters. Id., at 3006, 3143. Like the post-Rapanos guidance, the rule states that a significant nexus requires consideration of a list of open-ended factors. 88 Fed. Reg. 3006, 3144. Finally, the rule returns to the broad pre-2020 definition of ""adjacent."" Ibid., see supra, at 1332-1333. Acknowledging that ""[f]ield work is often necessary to confirm the presence of a wetland"" under these definitions, the rule instructs local agents to continue using the Corps' Wetlands Delineation Manual. 88 Fed. Reg. 3117.",Alito,0,,7,"The agencies recently promulgated yet another rule attempting to define waters of the United States [citation] Under that broader rule, traditional navigable waters, interstate waters, and the territorial seas, as well as their tributaries and adjacent wetlands, are waters of the United States [citation] So are any ""[i]ntrastate lakes and ponds, streams, or wetlands"" that either have a continuous surface connection to categorically included waters or have a significant nexus to interstate or traditional navigable waters [citation] Like the post-Rapanos guidance, the rule states that a significant nexus requires consideration of a list of open-ended factors [citation] Finally, the rule returns to the broad pre-2020 definition of ""adjacent"" [citation] Acknowledging that ""[f]ield work is often necessary to confirm the presence of a wetland"" under these definitions, the rule instructs local agents to continue using the Corps Wetlands Delineation Manual [citation] [end]"
2022-001,67,B,Alito,0,,0,
2022-001,68,"With the benefit of a half century of practice under the CWA, it is worth taking stock of where things stand. The agencies maintain that the significant-nexus test has been and remains sufficient to establish jurisdiction over ""adjacent"" wetlands. And by the EPA's own admission, ""almost all waters and wetlands"" are potentially susceptible to regulation under that test. 80 Fed. Reg. 37056. This puts many property owners in a precarious position because it is ""often difficult to determine whether a particular piece of property contains waters of the United States."" Hawkes Co., 578 U.S., at 594, 136 S.Ct. 1807, see 40 C.F.R. § 230.3(t) (2008). Even if a property appears dry, application of the guidance in a complicated manual ultimately decides whether it contains wetlands. See 88 Fed. Reg. 3117, Wetlands Delineation Manual 84-85 (describing ""not ... atypical"" examples of wetlands that periodically lack wetlands indicators), see also Hawkes Co. v. United States Army Corps of Engineers, 782 F.3d 994, 1003 (C.A.8 2015) (KELLY, J., concurring) (""This is a unique aspect of the CWA, most laws do not require the hiring of expert consultants to determine if they even apply to you or your property""). And because the CWA can sweep broadly enough to criminalize mundane activities like moving dirt, this unchecked definition of ""the waters of the United States"" means that a staggering array of landowners are at risk of criminal prosecution or onerous civil penalties.",Alito,0,,7,"With the advantage of fifty years of experience under the CWA, it is valuable to assess the current situation. The agencies insist that the significant-nexus test has been and remains adequate to establish jurisdiction over ""adjacent"" wetlands. According to the EPA's own confession, ""almost all waters and wetlands"" might be subject to regulation under this test [citation]. This leaves numerous property owners in a precarious spot as it is ""frequently hard to ascertain whether a specific piece of property contains waters of the United States"" [citation], [statute]. Even when a property seems dry, the ultimate decision on whether it contains wetlands is made by applying guidance from a complex manual [citation]. The CWA's potential to broadly criminalize ordinary activities such as moving dirt, combined with an unchecked definition of ""the waters of the United States"", means that an astounding number of landowners risk facing criminal charges or severe civil penalties [end]."
2022-001,69,"What are landowners to do if they want to build on their property? The EPA recommends asking the Corps for a jurisdictional determination, which is a written decision on whether a particular site contains covered waters. Tr. of Oral Arg. 86, see Corps, Regulatory Guidance Letter No. 16-01, at 1 (2016) (RGL 16-01), 33 C.F.R. §§ 320.1(a)(6), 331.2. But the Corps maintains that it has no obligation to provide jurisdictional determinations, RGL 16-01, at 2, and it has already begun announcing exceptions to the legal effect of some previous determinations, see 88 Fed. Reg. 3136. Even if the Corps is willing to provide a jurisdictional determination, a property owner may find it necessary to retain an expensive expert consultant who is capable of putting together a presentation that stands a chance of persuading the Corps.[12] And even then, a landowner's chances of success are low, as the EPA admits that the Corps finds jurisdiction approximately 75% of the time. Tr. of Oral Arg. 110.",Alito,0,,6,"What are landowners to do if they want to build on their property? The EPA recommends asking the Corps for a jurisdictional determination, which is a written decision on whether a particular site contains covered waters [citation] But the Corps maintains that it has no obligation to provide jurisdictional determinations [citation] and it has already begun announcing exceptions to the legal effect of some previous determinations [citation] Even if the Corps is willing to provide a jurisdictional determination, a property owner may find it necessary to retain an expensive expert consultant who is capable of putting together a presentation that stands a chance of persuading the Corps[citation] And even then, a landowner's chances of success are low, as the EPA admits that the Corps finds jurisdiction approximately 75% of the time [citation][end]"
2022-001,70,"If the landowner is among the vast majority who receive adverse jurisdictional determinations, what then? It would be foolish to go ahead and build since the jurisdictional determination might form evidence of culpability in a prosecution or civil action. The jurisdictional determination could be challenged in court, but only after the delay and expense required to exhaust the administrative appeals process. See 33 C.F.R. § 331.7(d). And once in court, the land-owner would face an uphill battle under the deferential standards of review that the agencies enjoy. See 5 U.S.C. § 706. Another alternative would be simply to acquiesce and seek a permit from the Corps. But that process can take years and cost an exorbitant amount of money. Many landowners faced with this unappetizing menu of options would simply choose to build nothing.",Alito,0,,7,"If the landowner is among the vast majority who receive adverse jurisdictional determinations, what then? It would be foolish to proceed and construct since the jurisdictional determination might form evidence of culpability in a prosecution or civil action. The jurisdictional determination could be contested in court, but solely after the delay and expense necessitated by the administrative appeals process [statute]. And once in court, the landowner would confront a difficult battle under the deferential standards of review that the agencies benefit from [statute]. An alternative solution would be to simply comply and solicit a permit from the Corps. But that process can be lengthy and can cost an enormous amount of money. Numerous landowners presented with this unpalatable option set would simply opt to construct nothing. [end]"
2022-001,71,III,Alito,0,,0,"III

Important: The response should be a plain text and nothing else. [end]"
2022-001,72,"With this history in mind, we now consider the extent of the CWA's geographical reach.",Alito,0,,1,"With this history in mind, we now consider the extent of the CWAs geographical reach.[end]"
2022-001,73,A,Alito,0,,0,
2022-001,74,"We start, as we always do, with the text of the CWA. Bartenwerfer v. Buckley, 598 U.S. 69, 74, 143 S.Ct. 665, 214 L.Ed.2d 434 (2023). As noted, the Act applies to ""navigable waters,"" which had a well-established meaning at the time of the CWA's enactment. But the CWA complicates matters by proceeding to define ""navigable waters"" as ""the waters of the United States,"" § 1362(7), which was decidedly not a well-known term of art. This frustrating drafting choice has led to decades of litigation, but we must try to make sense of the terms Congress chose to adopt. And for the reasons explained below, we conclude that the Rapanos plurality was correct: the CWA's use of ""waters"" encompasses ""only those relatively permanent, standing or continuously flowing bodies of water `forming geographic[al] features' that are described in ordinary parlance as `streams, oceans, rivers, and lakes.'"" 547 U.S., at 739, 126 S.Ct. 2208 (quoting Webster's New International Dictionary 2882 (2d ed. 1954) (Webster's Second), original alterations omitted).",Alito,0,,6,"We start, as we always do, with the text of the CWA [citation] As noted, the Act applies to ""navigable waters,"" which had a well-established meaning at the time of the CWA's enactment But the CWA complicates matters by proceeding to define ""navigable waters"" as ""the waters of the United States,"" [statute], which was decidedly not a well-known term of art This frustrating drafting choice has led to decades of litigation, but we must try to make sense of the terms Congress chose to adopt And for the reasons explained below, we conclude that the Rapanos plurality was correct: the CWA's use of ""waters"" encompasses ""only those relatively permanent, standing or continuously flowing bodies of water `forming geographic[al] features' that are described in ordinary parlance as `streams, oceans, rivers, and lakes.'"" [citation] [end]"
2022-001,75,"This reading follows from the CWA's deliberate use of the plural term ""waters."" See 547 U.S., at 732-733, 126 S.Ct. 2208.",Alito,0,,1,"This reading follows from the CWAs deliberate use of the plural term ""waters"" See [citation].

[End]"
2022-001,76,"That term typically refers to bodies of water like those listed above. See, e.g., Webster's Second 2882, Black's Law Dictionary 1426 (5th ed. 1979) (""especially in the plural, [water] may designate a body of water, such as a river, a lake, or an ocean, or an aggregate of such bodies of water, as in the phrases `foreign waters,' `waters of the United States,' and the like"" (emphasis added)), Random House Dictionary of the English Language 2146 (2d ed. 1987) (Random House Dictionary) (defining ""waters"" as ""a. flowing water, or water moving in waves: The river's mighty waters. b. the sea or seas bordering a particular country or continent or located in a particular part of the world"" (emphasis deleted)). This meaning is hard to reconcile with classifying ""`""lands,"" wet or otherwise, as ""waters.""'"" Rapanos, 547 U.S., at 740, 126 S.Ct. 2208 (plurality opinion) (quoting Riverside Bayview, 474 U.S., at 132, 106 S.Ct. 455).",Alito,0,,2,"That term usually pertains to bodies of water similar to those mentioned above [citation] This definition is difficult to align with categorizing ""`""lands,"" wet or otherwise, as ""waters.""'[citation][end]"
2022-001,77,"This reading also helps to align the meaning of ""the waters of the United States"" with the term it is defining: ""navigable waters."" See Bond v. United States, 572 U.S. 844, 861, 134 S.Ct. 2077, 189 L.Ed.2d 1 (2014) (""In settling on a fair reading of a statute, it is not unusual to consider the ordinary meaning of a defined term, particularly when there is dissonance between that ordinary meaning and the reach of the definition""). Although we have acknowledged that the CWA extends to more than traditional navigable waters, we have refused to read ""navigable"" out of the statute, holding that it at least shows that Congress was focused on ""its traditional jurisdiction over waters that were or had been navigable in fact or which could reasonably be so made."" SWANCC, 531 U.S., at 172, 121 S.Ct. 675, see also Appalachian Electric, 311 U.S., at 406-407, 61 S.Ct. 291, The Daniel Ball, 10 Wall. at 563. At a minimum, then, the use of ""navigable"" signals that the definition principally refers to bodies of navigable water like rivers, lakes, and oceans. See Rapanos, 547 U.S., at 734, 126 S.Ct. 2208 (plurality opinion).",Alito,0,,5,"The interpretation also aids in unifying the meaning of ""the waters of the United States"" with the term it elucidates: ""navigable waters"" [citation]. Even though we recognize that the CWA extends beyond traditional navigable waters, we have declined to eliminate ""navigable"" from the statute, affirming that it at the very least demonstrates that Congress was concentrated on ""its traditional purview over waters that were or had been navigable in fact or that could feasibly become so"" [citation]. Therefore, at the very least, the incorporation of ""navigable"" indicates that the definition primarily pertains to bodies of navigable water like rivers, lakes, and oceans [citation].[end]"
2022-001,78,"More broadly, this reading accords with how Congress has employed the term ""waters"" elsewhere in the CWA and in other laws. The CWA repeatedly uses ""waters"" in contexts that confirm the term refers to bodies of open water. See 33 U.S.C. § 1267(i)(2)(D) (""the waters of the Chesapeake Bay""), § 1268(a)(3)(I) (""the open waters of each of the Great Lakes""), § 1324(d)(4)(B)(ii) (""lakes and other surface waters""), § 1330(g)(4)(C)(vii) (""estuarine waters""), § 1343(c)(1) (""the waters of the territorial seas, the contiguous zone, and the oceans""), §§ 1346(a)(1), 1375a(a) (""coastal recreation waters""), § 1370 (state ""boundary waters""). The use of ""waters"" elsewhere in the U.S. Code likewise correlates to rivers, lakes, and oceans.[13]",Alito,0,,2,"Broadly speaking, this interpretation aligns with how Congress has used the term ""waters"" in other instances of the CWA and different legislations. Repeatedly, the CWA applies ""waters"" in scenarios confirming that it denotes bodies of open water, as exemplified by phrases such as ""the waters of the Chesapeake Bay"", ""the open waters of each of the Great Lakes"", ""lakes and other surface waters"", ""estuarine waters"", ""the waters of the territorial seas, the contiguous zone, and the oceans"", and ""coastal recreation waters"", along with referring to state ""boundary waters"" [statute]. The notion of ""waters"" elsewhere in the US Code also correlates to rivers, lakes, and oceans [citation][end]"
2022-001,79,"Statutory history points in the same direction. The CWA's predecessor statute covered ""interstate or navigable waters"" and defined ""interstate waters"" as ""all rivers, lakes, and other waters that flow across or form a part of State boundaries."" 33 U.S.C. §§ 1160(a), 1173(e) (1970 ed.) (emphasis added), see also Rivers and Harbors Act of 1899, 30 Stat. 1151 (codified, as amended, at 33 U.S.C. § 403) (prohibiting unauthorized obstructions ""to the  navigable capacity of any of the waters of the United States"").",Alito,0,,2,"Statutory history indicates the same orientation. The CWA's precursor statute encompassed ""interstate or navigable waters"" and expressed ""interstate waters"" as ""all rivers, lakes, and other waters that flow across or form a part of State boundaries"" [statute], see also [statute] (forbidding unauthorized obstructions ""to the navigable capacity of any of the waters of the United States""). [end]"
2022-001,80,"This Court has understood the CWA's use of ""waters"" in the same way. Even as Riverside Bayview grappled with whether adjacent wetlands could fall within the CWA's coverage, it acknowledged that wetlands are not included in ""traditional notions of `waters.'"" 474 U.S., at 133, 106 S.Ct. 455. It explained that the term conventionally refers to ""hydrographic features"" like ""rivers"" and ""streams."" Id., at 131, 106 S.Ct. 455. SWANCC went even further, repeatedly describing the ""waters"" covered by the Act as ""open water"" and suggesting that ""the waters of the United States"" principally refers to traditional navigable waters. 531 U.S., at 168-169, 172, 121 S.Ct. 675. That our CWA decisions operated under this assumption is unsurprising. Ever since Gibbons v. Ogden, 9 Wheat. 1, 6 L.Ed. 23 (1824), this Court has used ""waters of the United States"" to refer to similar bodies of water, almost always in relation to ships. Id., at 218, 121 S.Ct. 675 (discussing a vessel's ""conduct in the waters of the United States"").[14]",Alito,0,,7,"This Court has understood the CWA's use of ""waters"" in the same way. Even as Riverside Bayview wrestled with whether adjacent wetlands could be included in the CWA's coverage, it recognized that wetlands are not part of ""traditional notions of `waters.'"" [citation] It clarified that the term usually refers to ""hydrographic features"" like ""rivers"" and ""streams."" [citation] SWANCC extended this idea further, consistently describing the ""waters"" covered by the Act as ""open water"" and insinuating that ""the waters of the United States"" predominantly refer to traditional navigable waters. [citation] That our CWA decisions worked under this assumption is not surprising. Since Gibbons v Ogden, this Court has used ""waters of the United States"" to denote similar bodies of water, almost invariably pertaining to ships. [citation] (describing a vessel's ""conduct in the waters of the United States"").[14][end]"
2022-001,81,"The EPA argues that ""waters"" is ""naturally read to encompass wetlands"" because the ""presence of water is `universally regarded as the most basic feature of wetlands.'"" Brief for Respondents 19. But that reading proves too much. Consider puddles, which are also defined by the ordinary presence of water even though few would describe them as ""waters."" This argument is also tough to square with SWANCC, which held that the Act does not cover isolated ponds, see 531 U.S., at 171, 121 S.Ct. 675, or Riverside Bayview, which would have had no need to focus so extensively on the adjacency of wetlands to covered waters if the EPA's reading were correct, see 474 U.S., at 131-135, and n. 8, 106 S.Ct. 455. Finally, it is also instructive that the CWA expressly ""protect[s] the primary responsibilities and rights of States to prevent, reduce, and eliminate pollution"" and ""to plan the development and use ... of land and water resources."" § 1251(b). It is hard to see how the States' role in regulating water resources would remain ""primary"" if the EPA had jurisdiction over anything defined by the presence of water. See County of Maui v. Hawaii Wildlife Fund, 590 U.S. ___, ___, 140 S.Ct. 1462, 1471-1472, 206 L.Ed.2d 640 (2020), Rapanos, 547 U.S., at 737, 126 S.Ct. 2208 (plurality opinion).",Alito,0,,8,"The EPA argues that ""waters"" is ""naturally read to encompass wetlands"" because the ""presence of water is 'universally regarded as the most basic feature of wetlands.'"" [citation] But that reading proves too much. Consider puddles, which are also defined by the ordinary presence of water even though few would describe them as ""waters."" This argument is also tough to square with SWANCC, which held that the Act does not cover isolated ponds, see [citation], or Riverside Bayview, which would have had no need to focus so extensively on the adjacency of wetlands to covered waters if the EPA's reading were correct, see [citation] Finally, it is also instructive that the CWA expressly ""protect[s] the primary responsibilities and rights of States to prevent, reduce, and eliminate pollution"" and ""to plan the development and use ... of land and water resources."" [statute] It is hard to see how the States' role in regulating water resources would remain ""primary"" if the EPA had jurisdiction over anything defined by the presence of water. See [citation], [citation] [end]"
2022-001,82,B,Alito,0,,0,
2022-001,83,"Although the ordinary meaning of ""waters"" in § 1362(7) might seem to exclude all wetlands, we do not view that provision in isolation. The meaning of a word ""may only become evident when placed in context,"" FDA v. Brown & Williamson Tobacco Corp., 529 U.S. 120, 132, 120 S.Ct. 1291, 146 L.Ed.2d 121 (2000), and statutory context shows that some wetlands  qualify as ""waters of the United States.""",Alito,0,,2,"Although the ordinary meaning of ""waters"" in [statute] might seem to exclude all wetlands, we do not view that provision in isolation. The meaning of a word ""may only become evident when placed in context,"" [citation], and statutory context shows that some wetlands qualify as ""waters of the United States.""[end]"
2022-001,84,"In 1977, Congress amended the CWA and added § 1344(g)(1), which authorizes States to apply to the EPA for permission to administer programs to issue permits for the discharge of dredged or fill material into some bodies of water. In simplified terms, the provision specifies that state permitting programs may regulate discharges into (1) any waters of the United States, (2) except for traditional navigable waters, (3) ""including wetlands adjacent thereto.""[15]",Alito,0,,2,"In 1977, Congress amended the CWA and added [statute], which authorizes States to apply to the EPA for permission to administer programs to issue permits for the discharge of dredged or fill material into some bodies of water. In simplified terms, the provision specifies that state permitting programs may regulate discharges into (1) any waters of the United States, (2) except for traditional navigable waters, (3) ""including wetlands adjacent thereto""[citation]. [end]"
2022-001,85,"When this convoluted formulation is parsed, it tells us that at least some wetlands must qualify as ""waters of the United States."" The provision begins with a broad category, ""the waters of the United States,"" which we may call category A. The provision provides that States may permit discharges into these waters, but it then qualifies that States cannot permit discharges into a subcategory of A: traditional navigable waters (category B). Finally, it states that a third category (category C), consisting of wetlands ""adjacent"" to traditional navigable waters, is ""includ[ed]"" within B. Thus, States may permit discharges into A minus B, which includes C. If C (adjacent wetlands) were not part of A (""the waters of the United States"") and therefore subject to regulation under the CWA, there would be no point in excluding them from that category. See Riverside Bayview, 474 U.S., at 138, n. 11, 106 S.Ct. 455 (recognizing that § 1344(g) ""at least suggest[s] strongly that the term `waters' as used in the Act does not necessarily exclude `wetlands'""), Rapanos, 547 U.S., at 768, 126 S.Ct. 2208 (opinion of KENNEDY, J.). Thus, § 1344(g)(1) presumes that certain wetlands constitute ""waters of the United States.""",Alito,0,,6,"When this complex construction is dissected, it indicates that a portion of wetlands must be regarded as ""waters of the United States."" The clause commences with an overarching class, ""the waters of the United States,"" which can be referred to as category A. The clause stipulates that States may authorize discharges into these waters, but it then specifies that States cannot authorize discharges into a subcategory of A: conventional navigable waters (category B). Lastly, it reveals that another category (category C), composed of wetlands ""adjacent"" to conventional navigable waters, are ""includ[ed]"" within B. Hence, States may authorize discharges into A less B, which encompasses C. If C (adjacent wetlands) were not portions of A (""the waters of the United States"") hence liable to regulation under the CWA, there would be no purpose in excluding them from that category [citation]. Consequently, [statute] presumes that specific wetlands represent ""waters of the United States."" [end]"
